1,1,1
1,2,1
1,3,2
1,4,1
1,5,1
1,6,1
1,7,2
1,8,1
1,9,1
1,10,1
1,11,1
1,12,1
1,13,1
1,14,5
1,15,1
1,16,1
1,17,1
1,18,1
1,19,1
1,20,1
1,21,1
1,22,1
1,23,1
1,24,1
1,25,1
1,26,1
1,27,1
1,28,1
1,29,1
1,30,1
1,31,1
1,32,1
1,33,1
1,34,5
1,35,1
1,36,1
1,37,1
1,38,5
1,39,1
1,40,1
1,41,1
1,42,1
1,43,1
1,44,1
1,45,1
1,46,6
1,47,1
1,48,1
1,49,6
1,50,2
1,51,1
1,52,1
1,53,1
1,54,1
1,55,5
1,56,1
1,57,1
1,58,1
1,59,1
1,60,1
1,61,1
1,62,1
1,63,1
1,64,1
1,65,1
1,66,1
1,67,1
1,68,1
1,69,1
1,70,1
1,71,1
1,72,1
1,73,1
1,74,1
1,75,2
1,76,1
1,77,1
1,78,1
1,79,1
1,80,1
1,81,1
1,82,1
1,83,2
1,84,1
1,85,1
1,86,1
1,87,1
1,88,1
1,89,1
1,90,1
1,91,1
1,92,1
1,93,1
1,94,1
1,95,1
1,96,1
1,97,1
1,98,1
1,99,1
1,100,8
1,101,1
1,102,1
1,103,1
1,104,1
2,105,2
2,106,1
2,107,1
2,108,2
2,109,2
2,110,2
2,111,1
2,112,2
2,113,3
2,114,2
2,115,2
2,116,2
2,117,1
2,118,1
2,119,1
2,120,1
2,121,3
2,122,2
2,123,2
2,124,2
2,125,3
3,126,1
3,127,1
3,128,1
3,129,1
3,130,2
3,131,2
3,132,1
3,133,1
3,134,1
3,135,2
3,136,1
4,137,6
4,138,1
4,139,5
4,140,5
4,141,5
4,142,5
4,143,11
4,144,5
4,145,5
4,146,5
4,147,5
4,148,5
4,149,15
5,150,2
5,151,1
5,152,9
5,153,2
5,154,1
5,155,1
5,156,2
5,157,1
5,158,1
5,159,6
5,160,10
5,161,8
5,162,2
5,163,1
5,164,1
5,165,10
5,166,1
5,167,1
5,168,9
5,169,1
5,170,2
5,171,1
5,172,1
5,173,1
5,174,1
5,175,10
5,176,1
5,177,2
5,178,1
5,179,1
5,180,1
5,181,1
5,182,1
6,183,2
6,184,6
6,185,4
6,186,13
6,187,6
6,188,4
6,189,2
6,190,4
6,191,1
6,192,3
6,193,3
6,194,5
6,195,3
6,196,1
6,197,8
6,198,18
6,199,12
7,200,2
7,201,2
7,202,1
7,203,2
7,204,2
7,205,2
7,206,1
7,207,3
7,208,4
7,23,3
7,209,5
7,210,1
7,211,2
7,212,1
7,213,2
7,214,2
7,215,2
7,216,2
7,217,1
7,218,9
7,219,2
7,220,1
7,221,1
7,222,2
7,223,1
7,224,3
7,225,3
7,226,11
8,227,2
8,228,2
8,229,2
8,230,2
8,231,4
8,232,2
8,233,2
8,234,2
8,235,3
8,236,2
8,237,1
9,238,5
9,239,1
9,240,4
9,241,2
9,242,6
9,243,2
9,244,3
9,245,6
9,246,2
9,247,2
9,248,2
9,249,16
9,250,5
9,251,2
10,252,3
10,253,1
10,254,3
10,255,1
10,256,1
10,257,1
10,258,3
10,259,1
10,260,2
10,261,2
10,202,3
10,262,1
10,263,1
10,264,1
10,265,2
10,266,2
10,267,2
10,268,2
10,269,1
10,270,2
10,271,1
10,272,1
10,273,1
10,274,3
10,275,2
10,276,1
10,277,1
10,278,1
10,279,1
10,280,1
10,281,3
10,282,1
10,283,3
10,284,3
10,285,1
10,286,1
10,287,1
10,288,1
10,289,1
10,290,1
10,291,1
10,292,2
10,293,3
10,294,2
10,295,1
10,296,1
10,190,1
